customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
CUST_10039,26,59000,MORTGAGE,4.0,EDUCATION,B,9800,11.49,1,0.17,N,4
CUST_10040,25,65000,MORTGAGE,6.0,MEDICAL,B,15000,11.86,0,0.23,N,3
CUST_10041,25,65000,OWN,3.0,VENTURE,A,8700,7.88,0,0.13,N,3
CUST_10042,22,65000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.15,N,2
CUST_10043,23,70522,RENT,7.0,MEDICAL,C,9325,10.91,0,0.13,Y,3
CUST_10044,23,65000,MORTGAGE,4.0,MEDICAL,A,7000,7.14,0,0.11,N,3
CUST_10045,22,50000,RENT,4.0,EDUCATION,A,9350,7.49,0,0.19,N,3
CUST_10046,24,65000,MORTGAGE,5.0,VENTURE,A,8000,7.51,0,0.12,N,4
CUST_10047,22,30000,RENT,1.0,PERSONAL,B,9375,11.71,1,0.31,N,2
CUST_10048,22,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8100,13.11,0,0.12,N,4
CUST_10049,22,65000,MORTGAGE,6.0,VENTURE,B,6000,10.99,0,0.09,N,2
CUST_10050,25,59000,MORTGAGE,9.0,EDUCATION,B,20000,11.36,1,0.34,N,2
CUST_10051,26,59000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,20000,13.48,1,0.34,Y,3
CUST_10052,24,65000,MORTGAGE,8.0,PERSONAL,A,2500,6.39,0,0.04,N,3
CUST_10053,26,45500,RENT,2.0,EDUCATION,B,9400,9.91,0,0.21,N,2
CUST_10054,23,44000,RENT,2.0,VENTURE,E,9400,16.32,1,0.21,Y,3
CUST_10055,26,65000,MORTGAGE,4.0,EDUCATION,B,6000,11.36,0,0.09,N,4
CUST_10056,24,65000,OWN,3.0,PERSONAL,B,6000,11.36,0,0.09,N,2
CUST_10057,24,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.73,0,0.05,N,3
CUST_10058,23,50400,RENT,5.0,EDUCATION,B,9400,9.99,0,0.19,N,4
CUST_10059,22,45000,RENT,6.0,MEDICAL,C,9425,13.49,0,0.21,Y,2
CUST_10060,23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,N,4
CUST_10061,24,25000,RENT,3.0,MEDICAL,A,9450,6.62,1,0.38,N,4
CUST_10062,23,65000,MORTGAGE,3.0,PERSONAL,A,8000,7.14,0,0.12,N,4
CUST_10063,21,26000,RENT,1.0,DEBTCONSOLIDATION,D,9450,16.77,1,0.36,N,2
CUST_10064,24,65000,MORTGAGE,1.0,EDUCATION,A,8500,7.51,0,0.13,N,2
CUST_10065,24,33600,RENT,2.0,PERSONAL,A,9450,7.66,1,0.28,N,2
CUST_10066,24,65000,MORTGAGE,7.0,VENTURE,D,14000,15.31,0,0.22,Y,4
CUST_10067,26,34200,RENT,9.0,MEDICAL,D,9450,15.62,1,0.28,N,3
CUST_10068,25,19200,RENT,1.0,VENTURE,A,9500,7.88,1,0.49,N,4
CUST_10069,26,65000,OWN,3.0,MEDICAL,C,7000,13.92,0,0.11,Y,3
CUST_10070,22,65000,OWN,6.0,MEDICAL,C,3000,13.92,0,0.05,Y,4
CUST_10071,21,20000,RENT,2.0,VENTURE,A,9500,8.9,1,0.47,N,4
CUST_10072,23,65000,MORTGAGE,7.0,EDUCATION,B,6000,11.48,0,0.09,N,4
CUST_10073,23,65000,MORTGAGE,4.0,EDUCATION,A,7500,8.59,0,0.12,N,3
CUST_10074,24,23040,RENT,0.0,DEBTCONSOLIDATION,F,9500,19.04,1,0.41,Y,4
CUST_10075,22,27000,RENT,0.0,DEBTCONSOLIDATION,D,9500,15.33,1,0.35,Y,3
CUST_10076,24,28000,RENT,1.0,MEDICAL,A,9500,5.99,1,0.34,N,3
CUST_10077,26,28000,RENT,4.0,MEDICAL,A,9500,8.94,1,0.34,N,4
CUST_10078,24,30000,RENT,1.0,VENTURE,C,9500,13.92,1,0.32,N,2
CUST_10079,22,32000,RENT,5.0,PERSONAL,C,9500,13.57,0,0.3,N,3
CUST_10080,23,65000,MORTGAGE,2.0,EDUCATION,B,20000,12.18,0,0.31,N,4
CUST_10081,24,37157,RENT,4.0,MEDICAL,B,9500,10.99,0,0.26,N,2
CUST_10082,24,65000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.15,N,3
CUST_10083,23,34000,RENT,1.0,VENTURE,C,9500,13.48,1,0.28,N,3
CUST_10084,24,59000,OWN,2.0,MEDICAL,E,12000,17.74,1,0.2,Y,2
CUST_10085,22,59000,OTHER,3.0,MEDICAL,D,12000,15.31,1,0.2,Y,3
CUST_10086,22,65000,MORTGAGE,6.0,VENTURE,A,17000,8.94,0,0.26,N,2
CUST_10087,23,41000,RENT,5.0,EDUCATION,A,9500,7.88,0,0.23,N,2
CUST_10088,23,44064,RENT,0.0,EDUCATION,B,9500,11.26,0,0.22,N,2
CUST_10089,25,46000,RENT,1.0,MEDICAL,B,9500,10.99,0,0.21,N,3
CUST_10090,25,46500,RENT,5.0,EDUCATION,A,9500,6.76,0,0.2,N,3
CUST_10091,23,40574,RENT,2.0,HOMEIMPROVEMENT,D,9500,14.74,1,0.23,Y,4
CUST_10092,26,47000,RENT,5.0,PERSONAL,C,9500,12.87,0,0.2,N,4
CUST_10093,25,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,11.48,0,0.23,N,4
CUST_10094,22,65000,OWN,1.0,VENTURE,D,5000,15.37,0,0.08,N,4
CUST_10095,22,59000,OTHER,1.0,DEBTCONSOLIDATION,D,15000,15.31,1,0.25,Y,2
CUST_10096,24,48602,RENT,0.0,MEDICAL,C,9500,12.73,0,0.2,N,4
CUST_10097,24,59000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6800,12.53,1,0.12,Y,4
CUST_10098,22,65000,MORTGAGE,6.0,VENTURE,A,1500,9.32,0,0.02,N,2
CUST_10099,22,50000,RENT,6.0,MEDICAL,A,9500,6.99,0,0.19,N,2
CUST_10100,24,52500,RENT,1.0,EDUCATION,C,9500,14.79,0,0.18,Y,3
CUST_10101,26,65000,MORTGAGE,6.0,MEDICAL,B,9250,10.99,0,0.14,N,2
CUST_10102,23,54000,RENT,7.0,MEDICAL,C,9500,14.65,0,0.18,N,2
CUST_10103,26,54011,RENT,10.0,EDUCATION,D,9500,16.29,0,0.18,N,2
CUST_10104,24,55000,RENT,5.0,VENTURE,A,9500,9.63,0,0.17,N,4
CUST_10105,23,65000,MORTGAGE,2.0,EDUCATION,B,15000,10.95,0,0.23,N,3
CUST_10106,25,65000,MORTGAGE,6.0,PERSONAL,C,7500,13.47,0,0.12,N,4
CUST_10107,22,56400,RENT,2.0,DEBTCONSOLIDATION,A,9500,8.9,0,0.17,N,4
CUST_10108,22,59000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,19750,14.11,1,0.33,Y,3
CUST_10109,25,57000,RENT,2.0,EDUCATION,A,9500,6.17,0,0.17,N,4
CUST_10110,25,57000,RENT,1.0,HOMEIMPROVEMENT,B,9500,12.53,0,0.17,N,4
CUST_10111,25,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2000,7.37,0,0.03,N,2
CUST_10112,22,65000,MORTGAGE,4.0,EDUCATION,A,9000,9.63,0,0.14,N,3
CUST_10113,25,61000,RENT,4.0,VENTURE,A,9500,7.51,0,0.16,N,2
CUST_10114,25,68000,RENT,2.0,DEBTCONSOLIDATION,A,9500,7.14,0,0.14,N,3
CUST_10115,26,65000,MORTGAGE,4.0,EDUCATION,B,5000,11.89,0,0.08,N,4
CUST_10116,23,65000,MORTGAGE,7.0,VENTURE,C,17600,12.72,0,0.27,N,3
CUST_10117,24,58650,RENT,4.0,MEDICAL,D,9500,16.49,1,0.14,N,3
CUST_10118,22,69000,RENT,1.0,HOMEIMPROVEMENT,D,9500,15.33,1,0.14,Y,4
CUST_10119,26,65000,MORTGAGE,6.0,EDUCATION,A,6000,9.07,0,0.09,N,3
CUST_10120,24,70446,RENT,1.0,PERSONAL,A,9550,7.49,0,0.14,N,3
CUST_10121,22,65000,MORTGAGE,1.0,PERSONAL,B,7500,10.08,0,0.12,N,4
CUST_10122,23,65000,MORTGAGE,7.0,EDUCATION,B,5125,10.71,0,0.08,N,4
CUST_10123,25,65000,OWN,9.0,PERSONAL,C,7000,11.66,0,0.11,Y,4
CUST_10124,22,43000,RENT,1.0,DEBTCONSOLIDATION,A,9575,6.62,0,0.22,N,3
CUST_10125,22,21600,RENT,0.0,EDUCATION,A,9600,7.49,1,0.44,N,2
CUST_10126,23,22000,RENT,3.0,EDUCATION,C,9600,13.16,1,0.44,N,2
CUST_10127,25,24000,RENT,9.0,PERSONAL,B,9600,11.71,1,0.4,N,4
CUST_10128,21,24000,RENT,4.0,HOMEIMPROVEMENT,C,9600,14.27,1,0.4,N,4
CUST_10129,23,24000,RENT,4.0,PERSONAL,B,9600,9.99,1,0.4,N,4
CUST_10130,23,65000,MORTGAGE,1.0,EDUCATION,E,15000,14.5,0,0.23,N,4
CUST_10131,23,65000,MORTGAGE,7.0,EDUCATION,A,4000,7.75,0,0.06,N,2
CUST_10132,23,65000,MORTGAGE,0.0,PERSONAL,A,12800,8.38,0,0.2,N,2
CUST_10133,23,65000,MORTGAGE,7.0,PERSONAL,A,5000,7.43,0,0.08,N,4
CUST_10134,22,65004,MORTGAGE,5.0,VENTURE,A,12500,6.03,0,0.19,N,4
CUST_10135,22,65004,MORTGAGE,6.0,MEDICAL,A,5500,6.03,0,0.08,N,2
CUST_10136,24,65004,MORTGAGE,8.0,HOMEIMPROVEMENT,C,3600,13.49,0,0.06,Y,4
CUST_10137,21,28800,RENT,1.0,EDUCATION,B,9600,10.37,1,0.33,N,3
CUST_10138,22,65004,OWN,3.0,VENTURE,B,4000,10.99,0,0.06,N,3
CUST_10139,21,65004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,9.99,0,0.08,N,3
CUST_10140,23,33280,RENT,2.0,VENTURE,C,9600,13.48,0,0.29,N,4
CUST_10141,26,33996,RENT,1.0,MEDICAL,B,9600,9.88,0,0.28,N,2
CUST_10142,25,65004,MORTGAGE,9.0,MEDICAL,A,4500,6.92,0,0.07,N,2
CUST_10143,22,65004,MORTGAGE,5.0,EDUCATION,A,6500,7.49,0,0.1,N,2
CUST_10144,22,65004,MORTGAGE,6.0,MEDICAL,B,6500,9.25,0,0.1,N,4
CUST_10145,26,65004,MORTGAGE,7.0,HOMEIMPROVEMENT,B,20000,10.36,0,0.31,N,3
CUST_10146,25,34000,RENT,3.0,MEDICAL,A,9600,7.88,0,0.28,N,4
CUST_10147,23,34560,RENT,5.0,DEBTCONSOLIDATION,D,9600,16.02,1,0.28,Y,3
CUST_10148,22,34800,RENT,7.0,PERSONAL,G,9600,19.16,1,0.28,Y,2
CUST_10149,25,35000,RENT,5.0,VENTURE,B,9600,9.91,0,0.27,N,2
CUST_10150,23,65004,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.23,N,3
CUST_10151,22,35000,RENT,1.0,EDUCATION,B,9600,11.99,0,0.27,N,4
CUST_10152,23,35400,RENT,4.0,VENTURE,B,9600,11.89,0,0.27,N,2
CUST_10153,21,65004,MORTGAGE,5.0,MEDICAL,A,1500,7.88,0,0.02,N,4
CUST_10154,24,30000,RENT,0.0,MEDICAL,D,9600,14.91,1,0.32,Y,4
CUST_10155,22,65004,MORTGAGE,0.0,EDUCATION,C,13000,13.23,0,0.2,N,2
CUST_10156,26,36996,RENT,8.0,PERSONAL,C,9600,11.97,0,0.26,Y,4
CUST_10157,25,31000,RENT,5.0,DEBTCONSOLIDATION,D,9600,16.77,1,0.31,N,3
CUST_10158,23,65004,OWN,5.0,VENTURE,C,7000,12.87,0,0.11,Y,2
CUST_10159,21,37740,RENT,0.0,DEBTCONSOLIDATION,C,9600,13.11,0,0.25,Y,4
CUST_10160,26,65004,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5000,11.58,0,0.08,N,3
CUST_10161,23,31800,RENT,7.0,PERSONAL,C,9600,13.48,1,0.3,Y,3
CUST_10162,25,65004,MORTGAGE,1.0,MEDICAL,C,5000,13.47,0,0.08,Y,3
CUST_10163,24,40000,RENT,2.0,VENTURE,C,9600,14.65,0,0.24,N,4
CUST_10164,26,40000,RENT,3.0,VENTURE,C,9600,14.27,0,0.24,N,4
CUST_10165,25,34000,RENT,7.0,PERSONAL,D,9600,14.54,1,0.28,N,2
CUST_10166,23,65100,MORTGAGE,1.0,MEDICAL,C,9000,14.79,0,0.14,Y,4
CUST_10167,24,65158,MORTGAGE,9.0,VENTURE,B,18000,10.25,0,0.28,N,4
CUST_10168,22,40000,RENT,0.0,MEDICAL,C,9600,14.72,0,0.24,Y,2
CUST_10169,22,65200,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.06,N,4
CUST_10170,24,65200,MORTGAGE,5.0,MEDICAL,B,3000,11.26,0,0.05,N,3
CUST_10171,21,65253,MORTGAGE,5.0,VENTURE,A,16075,7.49,0,0.25,N,3
CUST_10172,23,65280,OWN,4.0,MEDICAL,B,18000,10.99,0,0.28,N,4
CUST_10173,22,65338,MORTGAGE,6.0,EDUCATION,B,6500,11.71,0,0.1,N,4
CUST_10174,23,65400,MORTGAGE,4.0,VENTURE,D,20000,15.05,0,0.31,Y,4
CUST_10175,22,36000,RENT,3.0,EDUCATION,D,9600,17.27,1,0.27,Y,4
CUST_10176,22,65416,MORTGAGE,6.0,EDUCATION,A,8000,6.92,0,0.12,N,2
CUST_10177,25,65454,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8400,11.99,0,0.13,N,2
CUST_10178,21,65496,MORTGAGE,3.0,VENTURE,B,13250,10.37,0,0.2,N,4
CUST_10179,22,42500,RENT,1.0,EDUCATION,C,9600,11.22,0,0.23,Y,2
CUST_10180,23,65500,MORTGAGE,3.0,PERSONAL,B,16800,10.99,0,0.26,N,2
CUST_10181,25,37200,RENT,6.0,HOMEIMPROVEMENT,A,9600,5.99,1,0.26,N,4
CUST_10182,22,39000,RENT,5.0,PERSONAL,D,9600,16.77,1,0.25,Y,2
CUST_10183,22,45000,RENT,2.0,EDUCATION,C,9600,12.73,0,0.21,N,3
CUST_10184,24,65544,OWN,4.0,EDUCATION,B,5000,10.74,0,0.08,N,2
CUST_10185,21,65592,MORTGAGE,5.0,EDUCATION,D,3600,15.99,0,0.05,Y,3
CUST_10186,23,45000,RENT,2.0,EDUCATION,B,9600,10.25,0,0.21,N,2
CUST_10187,21,45000,RENT,3.0,MEDICAL,B,9600,12.18,0,0.21,N,3
CUST_10188,25,59600,MORTGAGE,5.0,EDUCATION,E,6000,16.45,1,0.1,N,4
CUST_10189,26,59600,MORTGAGE,9.0,VENTURE,E,21000,16.45,1,0.35,N,2
CUST_10190,24,65600,MORTGAGE,8.0,VENTURE,A,10000,7.49,0,0.15,N,3
CUST_10191,25,65600,MORTGAGE,1.0,MEDICAL,C,10000,11.78,0,0.15,Y,2
CUST_10192,25,65707,MORTGAGE,1.0,EDUCATION,D,2000,14.59,0,0.03,N,3
CUST_10193,22,46000,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.21,N,4
CUST_10194,23,65748,MORTGAGE,6.0,EDUCATION,A,8800,9.63,0,0.13,N,3
CUST_10195,22,65856,MORTGAGE,6.0,MEDICAL,C,16800,13.92,0,0.26,N,2
CUST_10196,26,48000,RENT,0.0,EDUCATION,C,9600,12.73,0,0.2,Y,3
CUST_10197,24,50000,RENT,0.0,HOMEIMPROVEMENT,A,9600,7.51,0,0.19,N,3
CUST_10198,24,59964,MORTGAGE,0.0,DEBTCONSOLIDATION,B,1275,10.99,1,0.02,N,4
CUST_10199,23,50000,RENT,2.0,EDUCATION,C,9600,14.26,0,0.19,N,3
CUST_10200,24,50500,RENT,7.0,HOMEIMPROVEMENT,A,9600,7.49,0,0.19,N,2
CUST_10201,25,51000,RENT,0.0,MEDICAL,C,9600,13.48,0,0.19,Y,2
CUST_10202,24,66000,MORTGAGE,8.0,PERSONAL,D,15000,18.25,0,0.23,N,4
CUST_10203,24,45000,RENT,7.0,DEBTCONSOLIDATION,D,9600,15.31,1,0.21,Y,3
CUST_10204,26,66000,OWN,0.0,HOMEIMPROVEMENT,C,18000,13.49,0,0.27,Y,3
CUST_10205,26,60000,MORTGAGE,0.0,MEDICAL,A,5000,7.9,1,0.08,N,2
CUST_10206,26,53000,RENT,7.0,VENTURE,B,9600,11.71,0,0.18,N,2
CUST_10207,21,53000,RENT,3.0,PERSONAL,D,9600,15.31,0,0.18,Y,4
CUST_10208,22,53000,RENT,2.0,VENTURE,A,9600,7.66,0,0.18,N,4
CUST_10209,23,66000,MORTGAGE,7.0,VENTURE,A,15000,6.03,0,0.23,N,4
CUST_10210,22,66000,MORTGAGE,4.0,EDUCATION,A,6000,7.9,0,0.09,N,3
CUST_10211,22,54000,RENT,6.0,PERSONAL,A,9600,7.9,0,0.18,N,4
CUST_10212,22,66000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0,0.09,N,2
CUST_10213,22,66000,OWN,6.0,EDUCATION,A,5000,7.9,0,0.08,N,4
CUST_10214,22,66000,OWN,6.0,DEBTCONSOLIDATION,D,7500,17.58,0,0.11,Y,4
CUST_10215,25,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,8000,14.27,1,0.13,N,3
CUST_10216,23,66000,MORTGAGE,5.0,VENTURE,A,6000,6.62,0,0.09,N,2
CUST_10217,25,49000,RENT,10.0,EDUCATION,A,9600,7.51,1,0.2,N,2
CUST_10218,22,55000,RENT,3.0,MEDICAL,A,9600,8.9,0,0.17,N,4
CUST_10219,23,55000,RENT,7.0,VENTURE,A,9600,7.49,0,0.17,N,2
CUST_10220,26,55000,RENT,4.0,VENTURE,A,9600,7.66,0,0.17,N,2
CUST_10221,22,49000,RENT,3.0,DEBTCONSOLIDATION,D,9600,15.31,1,0.2,N,2
CUST_10222,23,66000,MORTGAGE,4.0,VENTURE,B,3000,10.99,0,0.05,N,4
CUST_10223,22,60000,MORTGAGE,4.0,EDUCATION,A,14000,7.49,1,0.23,N,2
CUST_10224,25,66000,OWN,9.0,PERSONAL,A,15000,7.49,0,0.23,N,4
CUST_10225,22,66000,OWN,1.0,VENTURE,C,15000,14.79,0,0.23,Y,3
CUST_10226,26,58000,RENT,10.0,EDUCATION,C,9600,13.99,0,0.17,Y,4
CUST_10227,23,60000,RENT,0.0,EDUCATION,C,9600,14.65,0,0.16,Y,2
CUST_10228,22,60000,RENT,4.0,PERSONAL,A,9600,7.9,0,0.16,N,3
CUST_10229,25,60000,RENT,9.0,DEBTCONSOLIDATION,A,9600,7.9,0,0.16,N,2
CUST_10230,26,66000,MORTGAGE,7.0,PERSONAL,B,4000,11.99,0,0.06,N,2
CUST_10231,23,66000,MORTGAGE,8.0,EDUCATION,B,8750,9.99,0,0.13,N,2
CUST_10232,23,54000,RENT,2.0,PERSONAL,F,9600,20.62,1,0.18,Y,2
CUST_10233,25,54000,RENT,5.0,HOMEIMPROVEMENT,D,9600,15.62,1,0.18,N,2
CUST_10234,25,66000,MORTGAGE,9.0,MEDICAL,B,6600,11.49,0,0.1,N,4
CUST_10235,22,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,11.49,0,0.15,N,3
CUST_10236,23,66000,MORTGAGE,4.0,PERSONAL,A,10000,5.42,0,0.15,N,3
CUST_10237,26,66000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15500,7.49,0,0.23,N,2
CUST_10238,24,66000,MORTGAGE,7.0,VENTURE,C,11200,13.99,0,0.17,N,2
CUST_10239,21,66000,MORTGAGE,5.0,EDUCATION,A,4500,7.49,0,0.07,N,2
CUST_10240,25,63000,RENT,5.0,EDUCATION,D,9600,14.46,0,0.15,Y,4
CUST_10241,23,66000,MORTGAGE,7.0,VENTURE,B,2700,10.74,0,0.04,N,3
CUST_10242,22,66000,MORTGAGE,6.0,PERSONAL,A,12000,5.79,0,0.18,N,3
CUST_10243,22,65000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.15,Y,4
CUST_10244,26,59000,RENT,3.0,EDUCATION,A,9600,7.49,1,0.16,N,3
CUST_10245,23,66000,MORTGAGE,7.0,PERSONAL,B,10000,9.63,0,0.15,N,4
CUST_10246,22,65000,RENT,3.0,MEDICAL,C,9600,11.97,0,0.15,N,2
CUST_10247,26,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2
CUST_10248,24,65450,RENT,7.0,DEBTCONSOLIDATION,A,9600,8.49,0,0.15,N,2
CUST_10249,24,66000,RENT,8.0,PERSONAL,B,9600,11.26,0,0.15,N,3
CUST_10250,21,66000,MORTGAGE,5.0,MEDICAL,A,18000,6.91,0,0.27,N,3
CUST_10251,22,68004,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0,0.14,N,2
CUST_10252,24,66000,MORTGAGE,8.0,MEDICAL,A,15000,6.54,0,0.23,N,4
CUST_10253,24,69996,RENT,1.0,EDUCATION,B,9600,11.71,0,0.14,N,4
CUST_10254,22,66000,MORTGAGE,6.0,VENTURE,B,2400,10.99,0,0.04,N,2
CUST_10255,26,64000,RENT,0.0,EDUCATION,C,9600,11.97,1,0.15,N,4
CUST_10256,22,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2700,6.76,0,0.04,N,3
CUST_10257,23,70560,RENT,1.0,MEDICAL,A,9600,7.9,0,0.14,N,4
CUST_10258,25,66000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,14.35,0,0.23,N,4
CUST_10259,22,66000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8500,7.51,0,0.13,N,2
CUST_10260,23,66000,MORTGAGE,3.0,VENTURE,A,6000,7.88,0,0.09,N,2
CUST_10261,22,66000,MORTGAGE,4.0,VENTURE,A,3000,7.51,0,0.05,N,3
CUST_10262,23,66000,MORTGAGE,0.0,PERSONAL,A,7800,7.88,0,0.12,N,3
CUST_10263,25,71000,RENT,5.0,HOMEIMPROVEMENT,A,9600,5.79,0,0.14,N,4
CUST_10264,22,72576,RENT,7.0,EDUCATION,A,9600,7.29,0,0.13,N,3
CUST_10265,24,73000,RENT,5.0,MEDICAL,C,9600,13.92,0,0.13,Y,3
CUST_10266,25,75000,RENT,8.0,PERSONAL,B,9600,12.69,0,0.13,N,3
CUST_10267,26,75000,RENT,2.0,PERSONAL,B,9600,10.0,0,0.13,N,4
CUST_10268,24,66000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,13000,10.25,0,0.2,N,2
CUST_10269,23,66000,MORTGAGE,7.0,VENTURE,B,5000,9.88,0,0.08,N,4
CUST_10270,21,78000,RENT,3.0,DEBTCONSOLIDATION,C,9600,13.48,0,0.12,Y,3
CUST_10271,21,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.11,N,2
CUST_10272,22,66000,MORTGAGE,7.0,PERSONAL,B,20000,10.25,0,0.3,N,4
CUST_10273,26,60000,MORTGAGE,7.0,EDUCATION,D,15000,14.59,1,0.25,Y,4
CUST_10274,23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5600,14.22,1,0.09,Y,4
CUST_10275,23,80000,RENT,2.0,PERSONAL,A,9600,7.88,0,0.12,N,4
CUST_10276,26,66000,MORTGAGE,5.0,MEDICAL,B,15000,9.88,0,0.23,N,4
CUST_10277,26,80000,RENT,4.0,EDUCATION,A,9600,7.49,0,0.12,N,2
CUST_10278,23,66000,MORTGAGE,1.0,EDUCATION,B,13200,11.14,0,0.2,N,4
CUST_10279,25,80000,RENT,2.0,EDUCATION,B,9600,12.21,0,0.12,N,4
CUST_10280,22,66000,MORTGAGE,4.0,EDUCATION,B,17500,11.48,0,0.27,N,3
CUST_10281,22,81960,RENT,6.0,PERSONAL,A,9600,7.29,0,0.12,N,2
CUST_10282,25,83000,RENT,3.0,EDUCATION,B,9600,10.99,0,0.12,N,2
CUST_10283,24,77964,RENT,4.0,DEBTCONSOLIDATION,D,9600,14.42,1,0.12,N,2
CUST_10284,23,85000,RENT,2.0,MEDICAL,B,9600,10.99,0,0.11,N,4
CUST_10285,26,60000,MORTGAGE,9.0,PERSONAL,B,10000,12.21,1,0.17,N,4
CUST_10286,25,66000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18500,12.21,0,0.28,N,2
CUST_10287,22,73000,RENT,0.0,PERSONAL,A,9600,8.94,1,0.13,N,3
CUST_10288,24,85392,RENT,9.0,EDUCATION,A,9600,7.29,0,0.11,N,3
CUST_10289,23,88000,RENT,7.0,PERSONAL,A,9600,5.79,0,0.11,N,3
CUST_10290,22,66000,MORTGAGE,6.0,EDUCATION,C,15000,11.72,0,0.23,Y,2
CUST_10291,25,66000,MORTGAGE,7.0,MEDICAL,C,5875,10.91,0,0.09,Y,4
CUST_10292,26,90000,RENT,2.0,DEBTCONSOLIDATION,C,9600,13.85,0,0.11,Y,4
CUST_10293,25,66125,MORTGAGE,2.0,EDUCATION,C,4000,12.53,0,0.06,Y,4
CUST_10294,25,78000,RENT,0.0,DEBTCONSOLIDATION,D,9600,14.11,1,0.12,Y,4
CUST_10295,24,94000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.1,Y,2
CUST_10296,24,94837,RENT,8.0,HOMEIMPROVEMENT,B,9600,11.99,0,0.1,N,2
CUST_10297,22,66250,MORTGAGE,5.0,MEDICAL,A,8700,6.92,0,0.13,N,3
CUST_10298,25,66252,OWN,10.0,MEDICAL,C,5000,12.53,0,0.08,Y,4
CUST_10299,26,66384,MORTGAGE,3.0,VENTURE,A,10000,7.88,0,0.15,N,4
CUST_10300,22,66396,MORTGAGE,6.0,EDUCATION,C,15000,13.48,0,0.23,N,2
CUST_10301,23,97500,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.37,0,0.1,N,3
CUST_10302,25,66420,MORTGAGE,1.0,MEDICAL,B,4000,12.18,0,0.06,N,3
CUST_10303,23,66480,OWN,6.0,EDUCATION,A,4000,8.32,0,0.06,N,2
CUST_10304,25,66500,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,9.63,0,0.08,N,3
CUST_10305,26,120640,RENT,0.0,EDUCATION,C,9600,14.22,0,0.08,N,4
CUST_10306,21,28000,RENT,1.0,HOMEIMPROVEMENT,C,9700,11.34,1,0.35,N,2
CUST_10307,24,66500,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8800,8.59,0,0.13,N,4
CUST_10308,24,66500,MORTGAGE,7.0,VENTURE,C,1400,12.53,0,0.02,Y,4
CUST_10309,21,70000,RENT,5.0,MEDICAL,B,9700,12.53,0,0.14,N,4
CUST_10310,26,66504,MORTGAGE,10.0,EDUCATION,C,12000,12.53,0,0.18,N,3
CUST_10311,24,60516,OTHER,8.0,DEBTCONSOLIDATION,B,18000,11.26,1,0.3,N,4
CUST_10312,24,66600,OWN,3.0,VENTURE,B,7200,10.65,0,0.11,N,4
CUST_10313,23,66661,MORTGAGE,7.0,MEDICAL,B,1500,11.49,0,0.02,N,3
CUST_10314,24,66766,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.13,N,2
CUST_10315,26,66800,MORTGAGE,0.0,PERSONAL,B,2500,11.49,0,0.04,N,4
CUST_10316,26,66912,MORTGAGE,10.0,MEDICAL,A,12000,5.42,0,0.18,N,3
CUST_10317,23,66912,MORTGAGE,7.0,PERSONAL,C,16000,12.73,0,0.24,N,3
CUST_10318,25,30000,RENT,1.0,EDUCATION,A,9950,8.49,1,0.33,N,4
CUST_10319,26,66948,OWN,11.0,PERSONAL,B,20000,10.95,0,0.3,N,4
