customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,risk_score,risk_tier
CUST_04750,22,30000,RENT,0.0,EDUCATION,B,5000,10.33,0,0.17,N,3,0.19595984,Low
CUST_04751,23,30159,RENT,0.0,EDUCATION,B,5000,11.12,0,0.17,N,2,0.20705731,Low
CUST_04752,25,42000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.24,N,2,0.053133618,Low
CUST_04753,22,42000,OWN,0.0,EDUCATION,C,12000,13.48,0,0.29,N,4,0.0008103812,Low
CUST_04754,22,30900,RENT,3.0,VENTURE,B,5000,10.0,0,0.16,N,2,0.0030860398,Low
CUST_04755,23,42000,MORTGAGE,2.0,VENTURE,A,1500,6.17,0,0.04,N,3,0.00046573684,Low
CUST_04756,26,31000,RENT,4.0,EDUCATION,D,5000,14.96,0,0.16,Y,3,0.3554131,Medium
CUST_04757,22,31000,RENT,2.0,MEDICAL,B,5000,10.62,0,0.16,N,4,0.18898487,Low
CUST_04758,25,31000,RENT,0.0,PERSONAL,A,5000,8.94,0,0.16,N,2,0.20832705,Low
CUST_04759,26,31200,RENT,8.0,EDUCATION,A,5000,8.63,0,0.16,N,2,0.29063863,Low
CUST_04760,22,31404,RENT,0.0,PERSONAL,A,5000,7.51,0,0.16,N,3,0.21132141,Low
CUST_04761,25,42000,MORTGAGE,4.0,VENTURE,B,3500,10.36,0,0.08,N,2,0.0008841678,Low
CUST_04762,23,31920,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.16,N,3,0.14995901,Low
CUST_04763,23,42000,MORTGAGE,3.0,EDUCATION,A,11000,6.54,0,0.26,N,3,0.03570724,Low
CUST_04764,21,42000,OWN,5.0,VENTURE,B,12250,8.88,0,0.29,N,4,1.6958958e-05,Low
CUST_04765,25,32000,RENT,9.0,VENTURE,C,5000,14.27,1,0.16,Y,4,0.28361326,Low
CUST_04766,23,32000,RENT,4.0,HOMEIMPROVEMENT,B,5000,12.69,1,0.16,N,4,0.9932678,High
CUST_04767,26,32000,RENT,3.0,VENTURE,A,5000,6.03,0,0.16,N,2,0.0029609487,Low
CUST_04768,22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,7000,14.84,1,0.19,N,3,0.9911925,High
CUST_04769,23,32000,RENT,3.0,DEBTCONSOLIDATION,C,5000,14.79,0,0.16,N,2,0.2351148,Low
CUST_04770,24,42000,MORTGAGE,6.0,VENTURE,B,9250,11.12,0,0.22,N,4,0.0007485985,Low
CUST_04771,26,32000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,N,2,0.15162738,Low
CUST_04772,24,32000,RENT,1.0,MEDICAL,A,5000,7.49,0,0.16,N,3,0.11858543,Low
CUST_04773,26,32000,RENT,10.0,PERSONAL,C,5000,12.53,0,0.16,Y,3,0.33936685,Medium
CUST_04774,21,32000,RENT,3.0,EDUCATION,A,5000,7.68,0,0.16,N,4,0.15432073,Low
CUST_04775,24,32004,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.16,N,2,0.29109693,Low
CUST_04776,25,32004,RENT,5.0,DEBTCONSOLIDATION,C,5000,14.35,0,0.16,N,3,0.3242386,Medium
CUST_04777,24,42000,MORTGAGE,8.0,PERSONAL,B,12000,10.38,0,0.29,N,4,0.10681991,Low
CUST_04778,23,32400,RENT,0.0,MEDICAL,B,5000,10.99,0,0.15,N,2,0.22767557,Low
CUST_04779,24,42000,MORTGAGE,7.0,MEDICAL,C,4200,13.23,0,0.1,N,2,0.1941902,Low
CUST_04780,24,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.14,1,0.17,N,4,0.13899572,Low
CUST_04781,22,32760,RENT,3.0,PERSONAL,C,5000,13.48,0,0.15,Y,3,0.2672937,Low
CUST_04782,22,32968,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.61,1,0.15,N,3,0.99800545,High
CUST_04783,26,33000,RENT,2.0,MEDICAL,B,5000,12.69,0,0.15,N,4,0.15802345,Low
CUST_04784,26,36000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.49,1,0.17,N,2,0.15899773,Low
CUST_04785,23,33000,RENT,5.0,PERSONAL,B,5000,10.62,0,0.15,N,2,0.28862625,Low
CUST_04786,23,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,N,2,0.049913634,Low
CUST_04787,22,33000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.15,N,4,0.21533461,Low
CUST_04788,24,33000,RENT,8.0,MEDICAL,C,5000,13.48,0,0.15,N,3,0.17897113,Low
CUST_04789,21,33000,RENT,5.0,EDUCATION,C,5000,12.84,0,0.15,N,2,0.24036302,Low
CUST_04790,24,42000,OWN,7.0,MEDICAL,A,3000,7.51,0,0.07,N,2,0.00058516755,Low
CUST_04791,23,33017,RENT,1.0,PERSONAL,B,5000,10.99,0,0.15,N,4,0.29325548,Low
CUST_04792,26,33280,RENT,11.0,DEBTCONSOLIDATION,D,5000,14.11,1,0.15,N,4,0.995259,High
CUST_04793,23,33600,RENT,3.0,VENTURE,C,5000,13.49,0,0.15,Y,4,0.20036721,Low
CUST_04794,21,33600,RENT,4.0,EDUCATION,C,5000,13.49,0,0.15,N,3,0.24680059,Low
CUST_04795,21,42000,MORTGAGE,3.0,EDUCATION,B,13750,11.36,0,0.33,N,4,0.08225769,Low
CUST_04796,21,33996,RENT,0.0,PERSONAL,B,5000,12.18,0,0.15,N,3,0.31956348,Medium
CUST_04797,25,33996,RENT,0.0,VENTURE,A,5000,9.38,0,0.15,N,3,0.005395719,Low
CUST_04798,24,42000,MORTGAGE,3.0,MEDICAL,A,8500,7.51,0,0.2,N,4,0.062956505,Low
CUST_04799,25,34000,RENT,6.0,VENTURE,A,5000,7.49,0,0.15,N,2,0.0121291075,Low
CUST_04800,23,34000,RENT,4.0,VENTURE,A,5000,7.88,0,0.15,N,4,0.011277207,Low
CUST_04801,21,42000,MORTGAGE,6.0,EDUCATION,A,3500,7.51,0,0.08,N,2,0.048302952,Low
CUST_04802,22,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.15,N,4,0.26332578,Low
CUST_04803,25,34400,RENT,9.0,VENTURE,C,5000,13.49,0,0.15,N,4,0.18540476,Low
CUST_04804,22,34500,RENT,1.0,VENTURE,C,5000,13.48,0,0.14,N,4,0.25629961,Low
CUST_04805,23,34800,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.14,N,2,0.98996747,High
CUST_04806,23,42000,MORTGAGE,7.0,EDUCATION,D,10000,14.59,0,0.24,Y,2,0.17362891,Low
CUST_04807,24,34900,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,N,3,0.2293192,Low
CUST_04808,22,34992,RENT,1.0,PERSONAL,B,5000,10.99,0,0.14,N,3,0.24516638,Low
CUST_04809,24,35000,RENT,4.0,MEDICAL,B,5000,11.71,0,0.14,N,3,0.06310873,Low
CUST_04810,25,35000,RENT,0.0,MEDICAL,B,5000,11.71,0,0.14,N,2,0.06091577,Low
CUST_04811,21,35000,RENT,5.0,MEDICAL,B,5000,10.65,0,0.14,N,3,0.0701159,Low
CUST_04812,22,35000,RENT,2.0,MEDICAL,B,5000,11.71,0,0.14,N,2,0.10743427,Low
CUST_04813,23,35000,RENT,5.0,PERSONAL,A,5000,6.99,0,0.14,N,2,0.05780862,Low
CUST_04814,26,29000,RENT,6.0,MEDICAL,C,5000,12.99,1,0.17,Y,2,0.25161287,Low
CUST_04815,25,36000,MORTGAGE,6.0,MEDICAL,D,10000,15.31,1,0.28,N,2,0.90820426,High
CUST_04816,23,42000,MORTGAGE,2.0,EDUCATION,B,5200,10.25,0,0.12,N,4,0.04801773,Low
CUST_04817,22,35000,RENT,6.0,MEDICAL,B,5000,10.99,0,0.14,N,4,0.10713588,Low
CUST_04818,23,35000,RENT,3.0,MEDICAL,B,5000,10.99,0,0.14,N,2,0.09669371,Low
CUST_04819,25,35000,RENT,3.0,MEDICAL,B,5000,10.36,0,0.14,N,3,0.05188913,Low
CUST_04820,22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3,0.051363733,Low
CUST_04821,24,35000,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,4,0.073420435,Low
CUST_04822,22,35000,RENT,4.0,PERSONAL,C,5000,13.23,0,0.14,N,2,0.15781522,Low
CUST_04823,25,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.17,N,3,0.071802035,Low
CUST_04824,25,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13750,13.22,1,0.38,N,4,0.42790863,Medium
CUST_04825,26,42000,MORTGAGE,0.0,VENTURE,B,4500,11.48,0,0.11,N,3,0.0023218498,Low
CUST_04826,25,29000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.7,1,0.17,Y,3,0.9972465,High
CUST_04827,22,42000,MORTGAGE,6.0,MEDICAL,A,5000,8.94,0,0.12,N,2,0.12184456,Low
CUST_04828,23,29000,RENT,1.0,MEDICAL,F,5000,18.535,1,0.17,Y,3,0.9952734,High
CUST_04829,24,29004,RENT,4.0,EDUCATION,A,5000,6.92,1,0.17,N,3,0.28192082,Low
CUST_04830,23,35004,RENT,4.0,MEDICAL,C,5000,14.72,0,0.14,Y,3,0.08580237,Low
CUST_04831,25,42000,MORTGAGE,2.0,PERSONAL,A,6000,8.94,0,0.14,N,2,0.058189988,Low
CUST_04832,24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,2,0.08840399,Low
CUST_04833,25,35004,RENT,3.0,PERSONAL,A,5000,8.94,0,0.14,N,2,0.06586032,Low
CUST_04834,23,35520,RENT,3.0,EDUCATION,C,5000,13.57,0,0.14,N,3,0.15859935,Low
CUST_04835,21,35550,RENT,3.0,PERSONAL,C,5000,13.48,0,0.14,N,4,0.18666077,Low
CUST_04836,26,35880,RENT,2.0,VENTURE,A,5000,7.68,0,0.14,N,4,0.003366694,Low
CUST_04837,22,30000,RENT,3.0,MEDICAL,D,5000,18.25,1,0.17,N,2,0.92737454,High
CUST_04838,21,42000,OTHER,5.0,DEBTCONSOLIDATION,C,12000,14.26,0,0.29,Y,4,0.13670076,Low
CUST_04839,23,36000,RENT,1.0,EDUCATION,C,5000,14.79,0,0.14,N,2,0.20480125,Low
CUST_04840,21,36000,RENT,3.0,EDUCATION,C,5000,12.99,0,0.14,N,4,0.16132805,Low
CUST_04841,23,30000,RENT,7.0,PERSONAL,C,5000,14.17,1,0.17,Y,3,0.28748953,Low
CUST_04842,26,36000,RENT,4.0,VENTURE,B,5000,10.37,0,0.14,N,4,0.0018116445,Low
CUST_04843,23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,3,0.13044403,Low
CUST_04844,22,30000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.54,1,0.17,N,4,0.9982158,High
CUST_04845,23,36000,RENT,0.0,EDUCATION,B,5000,10.99,0,0.14,N,3,0.090003714,Low
CUST_04846,23,36000,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.14,N,2,0.07253773,Low
CUST_04847,22,30000,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2,0.9231606,High
CUST_04848,26,42000,MORTGAGE,4.0,MEDICAL,B,15000,11.26,0,0.36,N,4,0.21762681,Low
CUST_04849,23,42000,OWN,7.0,PERSONAL,B,4400,11.89,0,0.1,N,4,0.0013413229,Low
CUST_04850,22,30000,RENT,4.0,VENTURE,D,5000,15.21,1,0.17,Y,3,0.41228265,Medium
CUST_04851,24,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,1,0.17,Y,4,0.998917,High
CUST_04852,22,36000,RENT,4.0,MEDICAL,C,5000,13.48,0,0.14,N,3,0.16141382,Low
CUST_04853,23,36000,RENT,1.0,MEDICAL,C,5000,13.22,0,0.14,N,4,0.18448603,Low
CUST_04854,23,36100,RENT,2.0,EDUCATION,A,5000,7.49,0,0.14,N,4,0.06510971,Low
CUST_04855,22,42000,MORTGAGE,1.0,EDUCATION,A,13000,7.49,0,0.31,N,4,0.06100007,Low
CUST_04856,25,42000,OWN,9.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.19,N,2,0.0009940161,Low
CUST_04857,26,36225,RENT,2.0,VENTURE,C,5000,12.84,0,0.14,N,4,0.26942703,Low
CUST_04858,24,36396,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.03,0,0.14,N,3,0.079857185,Low
CUST_04859,26,36400,RENT,3.0,MEDICAL,A,5000,8.9,0,0.14,N,4,0.05413049,Low
CUST_04860,25,36480,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,N,2,0.089379884,Low
CUST_04861,22,36996,RENT,3.0,VENTURE,B,5000,9.99,0,0.14,N,3,0.0015525285,Low
CUST_04862,23,42000,MORTGAGE,3.0,EDUCATION,C,5400,11.78,0,0.13,N,4,0.09038252,Low
CUST_04863,24,42000,OWN,1.0,VENTURE,B,7500,10.51,0,0.18,N,3,2.0223786e-05,Low
CUST_04864,22,36996,RENT,0.0,MEDICAL,A,5000,5.42,0,0.14,N,2,0.029919865,Low
CUST_04865,24,42000,MORTGAGE,2.0,PERSONAL,C,2000,11.28,0,0.05,N,2,0.19487108,Low
CUST_04866,22,37000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4,0.14646453,Low
CUST_04867,26,36000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3,0.413268,Medium
CUST_04868,22,37500,RENT,4.0,PERSONAL,C,5000,11.03,0,0.13,Y,3,0.17109843,Low
CUST_04869,26,42000,MORTGAGE,11.0,EDUCATION,D,15075,12.92,0,0.36,N,2,0.19224466,Low
CUST_04870,23,31516,RENT,4.0,DEBTCONSOLIDATION,B,5000,9.91,1,0.16,N,4,0.26985583,Low
CUST_04871,23,42000,OWN,1.0,PERSONAL,B,5400,10.99,0,0.13,N,2,0.0008749506,Low
CUST_04872,23,42048,MORTGAGE,7.0,EDUCATION,A,8500,7.74,0,0.2,N,3,0.043779794,Low
CUST_04873,23,32000,RENT,4.0,PERSONAL,B,5000,9.91,1,0.16,N,3,0.30112636,Medium
CUST_04874,24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0,0.13,N,4,0.09880902,Low
CUST_04875,23,32000,RENT,5.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.16,N,4,0.9909909,High
CUST_04876,22,38000,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3,0.041301742,Low
CUST_04877,21,38000,RENT,0.0,EDUCATION,C,5000,13.48,0,0.13,Y,4,0.07895116,Low
CUST_04878,23,42179,MORTGAGE,1.0,EDUCATION,A,10000,5.42,0,0.24,N,4,0.019361285,Low
CUST_04879,23,38000,RENT,0.0,MEDICAL,B,5000,11.58,0,0.13,N,3,0.12626202,Low
CUST_04880,25,32000,RENT,1.0,EDUCATION,D,5000,15.37,1,0.16,Y,3,0.94668245,High
CUST_04881,23,32000,RENT,2.0,VENTURE,E,5000,13.93,1,0.16,N,4,0.9465383,High
CUST_04882,23,38004,RENT,5.0,VENTURE,A,5000,6.91,0,0.13,N,2,0.0024376241,Low
CUST_04883,25,42240,OWN,10.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,4,0.0010145125,Low
CUST_04884,23,42240,MORTGAGE,3.0,EDUCATION,C,5500,12.73,0,0.13,N,3,0.06625321,Low
CUST_04885,24,42252,MORTGAGE,3.0,PERSONAL,C,8000,12.84,0,0.19,N,2,0.11808751,Low
CUST_04886,26,32352,RENT,0.0,VENTURE,D,5000,14.84,1,0.15,N,4,0.9680655,High
CUST_04887,21,38400,RENT,5.0,PERSONAL,B,5000,10.59,0,0.13,N,4,0.11368444,Low
CUST_04888,25,42348,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,7.49,0,0.19,N,2,0.07205277,Low
CUST_04889,24,38400,RENT,3.0,MEDICAL,B,5000,10.99,0,0.13,N,2,0.066377565,Low
CUST_04890,24,38400,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,N,3,0.09202529,Low
CUST_04891,23,39000,RENT,6.0,EDUCATION,B,5000,12.69,0,0.13,N,3,0.17346437,Low
CUST_04892,22,39000,RENT,4.0,MEDICAL,A,5000,6.99,0,0.13,N,2,0.13309537,Low
CUST_04893,25,39000,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4,0.11777238,Low
CUST_04894,24,33000,RENT,1.0,MEDICAL,F,5000,21.36,1,0.15,N,2,0.9811947,High
CUST_04895,24,42500,MORTGAGE,5.0,PERSONAL,A,4800,7.51,0,0.11,N,2,0.072494015,Low
CUST_04896,23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3,0.043779794,Low
CUST_04897,23,42500,MORTGAGE,2.0,EDUCATION,B,12600,10.99,0,0.3,N,4,0.051505025,Low
CUST_04898,25,42500,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0,0.05,N,3,0.046578076,Low
CUST_04899,24,42500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.8,0,0.24,N,2,0.25697857,Low
CUST_04900,26,39516,RENT,0.0,MEDICAL,A,5000,7.74,0,0.13,N,3,0.07126,Low
CUST_04901,24,39862,RENT,8.0,MEDICAL,C,5000,14.22,0,0.13,N,4,0.15715635,Low
CUST_04902,25,39996,RENT,3.0,MEDICAL,A,5000,6.92,0,0.13,N,3,0.035591487,Low
CUST_04903,25,39996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,0,0.13,N,2,0.12461935,Low
CUST_04904,21,33996,RENT,3.0,PERSONAL,B,5000,9.25,1,0.15,N,3,0.25926557,Low
CUST_04905,23,33996,RENT,0.0,PERSONAL,D,5000,14.84,1,0.15,Y,2,0.9757126,High
CUST_04906,24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2,0.99879116,High
CUST_04907,25,39996,RENT,0.0,VENTURE,C,5000,12.87,0,0.13,Y,2,0.17112163,Low
CUST_04908,25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,N,4,0.08825694,Low
CUST_04909,23,39996,RENT,6.0,PERSONAL,B,5000,10.2,0,0.13,N,2,0.11076177,Low
CUST_04910,24,33996,RENT,2.0,VENTURE,D,5000,12.92,1,0.15,N,4,0.87766975,High
CUST_04911,21,42500,OTHER,0.0,EDUCATION,D,7000,14.61,0,0.16,Y,2,0.304408,Medium
CUST_04912,23,40000,RENT,0.0,EDUCATION,B,5000,12.42,0,0.13,N,4,0.06617647,Low
CUST_04913,26,40000,RENT,11.0,EDUCATION,B,5000,9.91,0,0.13,N,3,0.11764616,Low
CUST_04914,22,40000,RENT,4.0,EDUCATION,A,5000,8.9,0,0.13,N,2,0.045501262,Low
CUST_04915,24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,N,3,0.12124526,Low
CUST_04916,25,42504,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0,0.24,N,2,0.06863181,Low
CUST_04917,21,40000,RENT,4.0,VENTURE,A,5000,5.79,0,0.13,N,2,0.00092274096,Low
CUST_04918,21,36588,MORTGAGE,5.0,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,N,2,0.9900287,High
CUST_04919,22,34000,RENT,6.0,PERSONAL,B,5000,10.99,1,0.15,N,4,0.45503512,Medium
CUST_04920,24,40000,RENT,6.0,MEDICAL,A,5000,6.17,0,0.13,N,3,0.017276399,Low
CUST_04921,21,40000,RENT,3.0,VENTURE,B,5000,9.25,0,0.13,N,4,0.0010175825,Low
CUST_04922,24,34000,RENT,2.0,EDUCATION,C,5000,12.23,1,0.15,N,2,0.5674478,Medium
CUST_04923,25,42642,OWN,8.0,EDUCATION,F,10000,15.76,0,0.23,Y,3,0.0442004,Low
CUST_04924,22,40000,RENT,4.0,EDUCATION,A,5000,6.17,0,0.13,N,2,0.017773338,Low
CUST_04925,23,40000,RENT,2.0,MEDICAL,C,5000,13.48,0,0.13,N,3,0.12214773,Low
CUST_04926,23,42806,MORTGAGE,7.0,EDUCATION,A,1000,7.51,0,0.02,N,2,0.06036735,Low
CUST_04927,22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.15,Y,3,0.48878545,Medium
CUST_04928,25,40000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.13,N,4,0.074567586,Low
CUST_04929,26,40000,RENT,0.0,PERSONAL,C,5000,13.11,0,0.13,Y,3,0.11904595,Low
CUST_04930,21,34000,RENT,2.0,PERSONAL,D,5000,14.59,1,0.15,N,4,0.9798829,High
CUST_04931,26,40000,RENT,1.0,MEDICAL,C,5000,14.26,0,0.13,Y,2,0.06632121,Low
CUST_04932,22,42900,OWN,7.0,EDUCATION,B,2000,10.74,0,0.05,N,4,0.0008320477,Low
CUST_04933,23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3,0.0005822948,Low
CUST_04934,26,40000,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,0,0.13,N,3,0.05591419,Low
CUST_04935,22,40000,RENT,6.0,MEDICAL,A,5000,7.43,0,0.13,N,4,0.056629278,Low
CUST_04936,25,42996,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.17,0,0.28,N,4,0.049190342,Low
CUST_04937,22,34500,RENT,2.0,MEDICAL,D,5000,16.89,1,0.14,N,3,0.98254484,High
CUST_04938,23,42996,MORTGAGE,2.0,VENTURE,D,8500,15.31,0,0.2,Y,4,0.2753743,Low
CUST_04939,25,34800,RENT,2.0,PERSONAL,D,5000,16.02,1,0.14,Y,3,0.9691028,High
CUST_04940,22,34800,RENT,0.0,MEDICAL,D,5000,15.21,1,0.14,Y,2,0.98433685,High
CUST_04941,23,40992,RENT,7.0,EDUCATION,B,5000,10.99,0,0.12,N,2,0.11222756,Low
CUST_04942,22,35000,RENT,4.0,EDUCATION,C,5000,15.96,1,0.14,N,4,0.15306194,Low
CUST_04943,25,41000,RENT,9.0,MEDICAL,B,5000,11.71,0,0.12,N,2,0.117640905,Low
CUST_04944,25,42996,OWN,1.0,VENTURE,D,7200,14.11,0,0.17,N,4,0.0023987738,Low
CUST_04945,21,35000,RENT,6.0,PERSONAL,C,5000,14.79,1,0.14,N,2,0.19511269,Low
CUST_04946,23,41000,RENT,2.0,EDUCATION,A,5000,7.51,0,0.12,N,2,0.059042692,Low
CUST_04947,22,41000,RENT,6.0,VENTURE,A,5000,7.49,0,0.12,N,2,0.0033782206,Low
CUST_04948,23,41017,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.12,N,2,0.09182466,Low
CUST_04949,25,35280,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.14,N,3,0.99838877,High
CUST_04950,22,42000,RENT,0.0,EDUCATION,A,5000,8.9,0,0.12,N,4,0.052950762,Low
CUST_04951,24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9500,6.62,0,0.22,N,2,0.06857377,Low
CUST_04952,23,43000,MORTGAGE,7.0,VENTURE,A,15600,7.49,0,0.36,N,4,0.012928504,Low
CUST_04953,24,42000,RENT,7.0,VENTURE,B,5000,10.99,0,0.12,N,4,0.0021037874,Low
CUST_04954,26,42000,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.29,0,0.12,N,4,0.09032959,Low
CUST_04955,22,36000,RENT,1.0,EDUCATION,C,5000,12.68,1,0.14,N,4,0.17465463,Low
CUST_04956,21,43000,MORTGAGE,5.0,PERSONAL,A,7000,6.62,0,0.16,N,4,0.050424755,Low
CUST_04957,22,43000,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0,0.15,Y,2,0.1274856,Low
CUST_04958,22,43000,MORTGAGE,3.0,VENTURE,A,2600,7.49,0,0.06,N,4,0.0009093744,Low
CUST_04959,22,43000,MORTGAGE,6.0,EDUCATION,B,9000,11.71,0,0.21,N,4,0.06492858,Low
CUST_04960,24,42000,RENT,8.0,MEDICAL,A,5000,5.42,0,0.12,N,2,0.028944235,Low
CUST_04961,22,43000,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2,0.0013709527,Low
CUST_04962,24,43000,MORTGAGE,6.0,MEDICAL,B,6000,10.65,0,0.14,N,3,0.1008589,Low
CUST_04963,22,36000,RENT,5.0,MEDICAL,D,5000,16.32,1,0.14,N,4,0.887224,High
CUST_04964,24,43000,MORTGAGE,7.0,MEDICAL,C,6000,13.49,0,0.14,Y,3,0.14206272,Low
CUST_04965,26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0,0.35,N,2,0.18600354,Low
CUST_04966,25,42000,RENT,3.0,MEDICAL,A,5000,7.51,0,0.12,N,3,0.061006516,Low
CUST_04967,24,36000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,1,0.14,N,2,0.9977568,High
CUST_04968,22,42000,RENT,2.0,MEDICAL,C,5000,12.87,0,0.12,N,4,0.19163065,Low
CUST_04969,24,43000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,13.49,0,0.06,Y,4,0.23227187,Low
CUST_04970,23,36000,RENT,0.0,VENTURE,C,5000,13.22,1,0.14,N,4,0.26234695,Low
CUST_04971,23,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,10.59,0,0.17,N,3,0.12059958,Low
CUST_04972,21,42000,RENT,5.0,EDUCATION,A,5000,9.32,0,0.12,N,4,0.054208964,Low
CUST_04973,24,37000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,1,0.27,N,2,0.19048291,Low
CUST_04974,26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0,0.2,N,3,0.044878136,Low
CUST_04975,26,42000,RENT,2.0,VENTURE,C,5000,11.91,0,0.12,Y,4,0.2068067,Low
CUST_04976,23,43000,MORTGAGE,3.0,VENTURE,D,3600,15.62,0,0.08,N,3,0.17402825,Low
CUST_04977,22,43000,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3,4.751248e-05,Low
CUST_04978,24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,1,0.14,Y,3,0.9889774,High
CUST_04979,25,42288,RENT,2.0,EDUCATION,B,5000,10.99,0,0.12,N,2,0.14613748,Low
CUST_04980,22,42500,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.12,N,4,0.13577864,Low
CUST_04981,22,42500,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.98,0,0.12,Y,4,0.15804432,Low
CUST_04982,24,42996,RENT,5.0,MEDICAL,A,5000,7.14,0,0.12,N,4,0.047857784,Low
CUST_04983,25,42996,RENT,6.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.12,N,2,0.14946501,Low
CUST_04984,22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0,0.15,N,3,0.08243573,Low
CUST_04985,25,43000,RENT,6.0,PERSONAL,A,5000,7.51,0,0.12,N,3,0.093322,Low
CUST_04986,24,37000,RENT,3.0,MEDICAL,E,5000,16.45,1,0.14,N,3,0.86313444,High
CUST_04987,22,43000,OWN,6.0,EDUCATION,A,7750,7.66,0,0.18,N,2,0.00039248622,Low
CUST_04988,22,43200,RENT,6.0,EDUCATION,B,5000,12.69,0,0.12,N,2,0.108753465,Low
CUST_04989,24,43000,MORTGAGE,1.0,MEDICAL,A,7000,6.92,0,0.16,N,3,0.05606622,Low
